0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
0.5,0.8588235294117647,0.6578947368421053,0.65625,0.24,0.7547892720306514,0.4520255863539446,0.2631578947368421,0.8636363636363636,0.9655172413793104,0.9655172413793104,0.9655172413793104,0.7574671445639187,0.7953020134228188,0.8405545927209706,0.26380368098159507,0.5916230366492147,0.17066895368782162,1.0,0.9206349206349206,0.9206349206349206,0.9138381201044387,0.655959649588532,0.6324968098681412,0.8813559322033898,0.4625,0.6573076923076923,0.7358490566037735,0.7358490566037735,0.5212773540523202,0.9722222222222222,0.5494321490972627,0.9782608695652174,0.5513356661261415,0.7850518276050191,0.9902534113060428,0.8636363636363636
1.0,0.9920634920634921,0.8723404255319149,0.8283898305084746,1.0,0.7547892720306514,0.08695652173913043,0.2631578947368421,0.38461538461538464,0.9655172413793104,0.9655172413793104,0.9655172413793104,0.8604651162790697,0.6161710037174721,1.0,0.5916230366492147,0.6572709801409353,0.916923076923077,0.7782534246575342,0.9206349206349206,0.7631944444444444,0.6665423349496457,0.7018276762402089,0.6324968098681412,0.7446808510638298,0.7968992248062016,0.4498253105590062,0.6319648093841642,0.7182846932698035,0.9459459459459459,0.5464264668743161,0.5501197648254337,0.6741675338189386,1.0,0.5663586447033615,0.5252478823297656,0.7758887171561051
0.5,0.791095890410959,0.9438202247191011,0.8910256410256411,0.9107142857142857,0.7547892720306514,0.8270042194092827,1.0,0.9655172413793104,0.9655172413793104,0.9655172413793104,0.9655172413793104,0.8157894736842105,0.7770491803278688,0.7774566473988439,0.5877192982456141,0.5869947275922671,0.907563025210084,0.4741235392320534,0.8127753303964758,0.5,0.9138381201044387,0.6562251128218741,0.38235294117647056,0.8151515151515152,0.1079136690647482,0.6937398812736104,0.6030103480714958,0.7358490566037735,0.7382629107981221,0.553312409873611,0.5494321490972627,0.5936923823386705,0.5527908540685945,0.5616649537512847,0.8725490196078431,0.7758887171561051
0.42857142857142855,0.8735632183908046,0.9627659574468085,0.87,0.28368794326241137,0.7547892720306514,0.5,0.2631578947368421,0.7531003382187148,0.9655172413793104,0.8288888888888889,0.9655172413793104,0.8604651162790697,0.8620689655172413,0.8604651162790697,0.5855224751897257,0.15283842794759825,0.5819426615318785,0.9182058047493403,0.916243654822335,0.9206349206349206,0.9138381201044387,0.5760397268777157,0.7010897768552153,0.8181818181818182,0.7341466360671579,0.6458553047880194,0.07659574468085106,0.7358490566037735,0.2274390243902439,0.9722222222222222,0.5494321490972627,0.5547415547415547,0.5513356661261415,0.5616649537512847,0.8620689655172413,0.8666666666666667
1.0,0.8571428571428571,1.0,0.49262536873156343,0.24,0.7547892720306514,0.8270042194092827,0.09375,0.8695652173913043,0.9655172413793104,0.9655172413793104,0.9655172413793104,0.8604651162790697,0.016104294478527608,0.22757475083056478,0.26380368098159507,0.6572709801409353,0.9106145251396648,0.9696969696969697,0.6,0.9138381201044387,0.9138381201044387,0.3351063829787234,0.6324968098681412,0.8954372623574145,0.6015581524763495,0.6588959753683747,0.5,0.7358490566037735,0.803347280334728,0.5464264668743161,0.5501197648254337,0.5547415547415547,0.7203042715038034,0.7758887171561051,0.6018440905280805,0.8588235294117647
0.09411764705882353,0.9615384615384616,0.9411764705882353,0.8588235294117647,0.8456521739130435,0.7547892720306514,0.8270042194092827,0.8281938325991189,0.38461538461538464,0.9655172413793104,0.9655172413793104,0.9655172413793104,0.8604651162790697,0.8049792531120332,0.8763440860215054,0.5855224751897257,0.779510022271715,0.5767781963217372,0.704185520361991,0.916243654822335,0.7756714060031595,0.543233082706767,0.29961089494163423,0.7010897768552153,0.8125,0.6665423349496457,0.7358490566037735,0.7358490566037735,0.25,0.3764705882352941,0.553312409873611,0.5501197648254337,0.5547415547415547,0.5513356661261415,0.5663135309105538,0.7758887171561051,0.8636363636363636
1.0,0.8737864077669902,0.8155339805825242,0.9047619047619048,0.9333333333333333,0.7547892720306514,0.8620689655172413,0.2631578947368421,0.8169014084507042,0.9655172413793104,0.9655172413793104,0.9655172413793104,0.8604651162790697,0.8588235294117647,0.781491002570694,0.5916230366492147,0.8620689655172413,0.48452768729641693,0.8767123287671232,0.9206349206349206,0.916243654822335,0.9014084507042254,0.3287671232876712,0.7010897768552153,0.634742206235012,0.875,0.7358490566037735,0.6030103480714958,0.7358490566037735,0.7382629107981221,0.553312409873611,0.5494321490972627,0.5547415547415547,0.5513356661261415,0.8352490421455939,0.49558402058840734,0.9014084507042254
0.5,0.8709677419354839,0.9285714285714286,0.553082191780822,0.7547892720306514,0.7547892720306514,0.3672316384180791,0.8081632653061225,0.8636363636363636,0.9655172413793104,0.9655172413793104,0.659270998415214,1.0,0.7410596026490066,0.5876168224299065,0.6578467153284672,0.5684647302904564,0.7600896860986547,0.9138381201044387,0.920844327176781,0.41379310344827586,0.9138381201044387,0.6896306818181818,0.7010897768552153,0.8681318681318682,0.36425339366515835,0.7358490566037735,0.5,0.7358490566037735,0.3764705882352941,0.553312409873611,0.5501197648254337,0.4818181818181818,0.8723404255319149,0.6055767003144134,0.8037578288100209,0.8928571428571429
0.36666666666666664,0.8681318681318682,0.41935483870967744,0.33714285714285713,0.24,0.7547892720306514,0.8270042194092827,0.8235294117647058,0.9655172413793104,0.9655172413793104,0.8285714285714286,0.9655172413793104,0.8604651162790697,0.8211920529801324,0.8521594684385382,0.5877551020408164,0.5916230366492147,0.8420289855072464,0.7754971135343168,0.916243654822335,0.9138381201044387,0.9333333333333333,0.2690909090909091,0.7018276762402089,0.8712871287128713,0.43819957132650633,0.774294670846395,0.6319648093841642,0.7358490566037735,0.84,0.7758887171561051,0.5501197648254337,0.9615384615384616,0.5513356661261415,0.5663135309105538,0.49558402058840734,0.8620689655172413
1.0,0.5294117647058824,0.5,0.6611418047882136,0.24,0.7547892720306514,0.8270042194092827,0.2631578947368421,0.8329938900203666,0.9655172413793104,0.8288888888888889,0.8604651162790697,0.8604651162790697,0.8588235294117647,0.8521594684385382,0.2181208053691275,0.5916230366492147,0.7589285714285714,0.7161997563946407,0.9206349206349206,0.9138381201044387,0.8620689655172413,0.5401881145788798,0.381294964028777,0.8909090909090909,0.46105919003115264,0.4800887292700961,0.6319648093841642,0.5,0.8531827515400411,0.5149298597194388,0.5494321490972627,0.9615384615384616,0.5513356661261415,0.5663764233087742,0.5252478823297656,0.8602150537634409
