1283359800	3
1283360400	9
1283362200	32
1283362800	83
1283363400	46
1283364000	27
1283364600	34
1283365200	39
1283365800	29
1283366400	31
1283367000	34
1283367600	31
1283368200	33
1283368800	34
1283369400	31
1283370000	23
1283370600	29
1283371200	27
1283371800	29
1283372400	29
1283373000	28
1283373600	23
1283374200	38
1283374800	25
1283375400	39
1283376000	27
1283376600	33
1283377200	23
1283377800	34
1283378400	28
1283379000	37
1283379600	26
1283380200	35
1283380800	23
1283381400	30
1283382000	33
1283382600	35
1283383200	33
1283383800	33
1283384400	39
1283385000	33
1283385600	22
1283386200	37
1283386800	25
1283387400	41
1283388000	23
1283388600	38
1283389200	27
1283389800	23
1283390400	29
1283391000	37
1283391600	34
1283392200	35
1283392800	29
1283393400	33
1283394000	29
1283394600	28
1283395200	38
1283395800	35
1283396400	25
1283397000	23
1283397600	40
1283398200	28
1283398800	42
1283399400	34
1283400000	32
1283400600	27
1283401200	38
1283401800	29
1283402400	34
1283403000	33
1283403600	38
1283404200	29
1283404800	35
1283405400	24
1283406000	40
1283406600	29
1283407200	43
1283407800	23
1283408400	20
1283409000	21
1283409600	21
1283410200	22
1283410800	26
1283411400	30
1283412000	35
1283412600	30
1283413200	39
1283413800	29
1283414400	32
1283415000	22
1283415600	40
1283416200	29
1283416800	34
1283417400	39
1283418000	39
1283418600	33
1283419200	31
1283419800	28
1283420400	28
1283421000	40
1283421600	40
1283422200	32
1283422800	31
1283423400	27
1283424000	34
1283424600	26
1283425200	26
1283425800	26
1283426400	28
1283427000	29
1283427600	28
1283428200	26
1283428800	30
1283429400	23
1283430000	36
1283430600	34
1283431200	26
1283431800	34
1283432400	35
1283433000	40
1283433600	28
1283434200	41
1283434800	32
1283435400	29
1283436000	35
1283436600	36
1283437200	27
1283437800	36
1283438400	28
1283439000	33
1283439600	33
1283440200	39
1283440800	27
1283441400	30
1283442000	34
1283442600	36
1283443200	29
1283443800	31
1283444400	26
1283445000	40
1283445600	29
1283446200	35
1283446800	39
1283447400	41
1283448000	30
1283448600	28
1283449200	33
1283449800	33
1283450400	27
1283451000	39
1283451600	31
1283452200	30
1283452800	25
1283453400	29
1283454000	24
1283454600	25
1283455200	34
1283455800	36
1283456400	36
1283457000	36
1283457600	33
1283458200	27
1283458800	23
1283459400	34
1283460000	35
1283460600	32
1283461200	34
1283461800	35
1283462400	35
1283463000	26
1283463600	31
1283464200	27
1283464800	34
1283465400	35
1283466000	27
1283466600	30
1283467200	29
1283467800	30
1283468400	32
1283469000	28
1283469600	31
1283470200	30
1283470800	30
1283471400	27
1283472000	31
1283472600	33
1283473200	33
1283473800	32
1283474400	32
1283475000	25
1283475600	33
1283476200	23
1283476800	31
1283477400	28
1283478000	32
1283478600	26
1283479200	39
1283479800	37
1283480400	33
1283481000	30
1283481600	38
1283482200	34
1283482800	34
1283483400	32
1283484000	33
1283484600	26
1283485200	32
1283485800	33
1283486400	34
1283487000	26
1283487600	33
1283488200	24
1283488800	30
1283489400	23
1283490000	30
1283490600	26
1283491200	39
1283491800	30
1283492400	28
1283493000	32
1283493600	40
1283494200	35
1283494800	38
1283495400	27
1283496000	33
1283496600	28
1283497200	26
1283497800	42
1283498400	30
1283499000	34
1283499600	36
1283500200	33
1283500800	31
1283501400	31
1283502000	35
1283502600	27
1283503200	31
1283503800	28
1283504400	32
1283505000	39
1283505600	25
1283506200	28
1283506800	31
1283507400	33
1283508000	28
1283508600	28
1283509200	34
1283509800	24
1283510400	26
1283511000	26
1283511600	21
1283512200	32
1283512800	30
1283513400	37
1283514000	35
1283514600	25
1283515200	33
1283515800	39
1283516400	24
1283517000	39
1283517600	35
1283518200	32
1283518800	30
1283519400	35
1283520000	29
1283520600	33
1283521200	28
1283521800	28
1283522400	32
1283523000	37
1283523600	28
1283524200	40
1283524800	27
1283525400	34
1283526000	25
1283526600	40
1283527200	28
1283527800	37
1283528400	30
1283529000	27
1283529600	35
1283530200	36
1283530800	34
1283531400	27
1283532000	26
1283532600	31
1283533200	29
1283533800	28
1283534400	32
1283535000	29
1283535600	31
1283536200	31
1283536800	29
1283537400	22
1283538000	24
1283538600	34
1283539200	25
1283539800	25
1283540400	23
1283541000	34
1283541600	34
1283542200	31
1283542800	27
1283543400	24
1283544000	31
1283544600	34
1283545200	30
1283545800	30
1283546400	34
1283547000	31
1283547600	38
1283548200	29
1283548800	34
1283549400	32
1283550000	37
1283550600	29
1283551200	27
1283551800	28
1283552400	41
1283553000	30
1283553600	31
1283554200	25
1283554800	38
1283555400	26
1283556000	35
1283556600	23
1283557200	24
1283557800	26
1283558400	35
1283559000	26
1283559600	24
1283560200	27
1283560800	46
1283561400	31
1283562000	37
1283562600	34
1283563200	25
1283563800	32
1283564400	33
1283565000	29
1283565600	36
1283566200	30
1283566800	29
1283567400	29
1283568000	31
1283568600	25
1283569200	35
1283569800	30
1283570400	32
1283571000	27
1283571600	37
1283572200	30
1283572800	31
1283573400	38
1283574000	31
1283574600	32
1283575200	36
1283575800	28
1283576400	26
1283577000	29
1283577600	32
1283578200	29
1283578800	31
1283579400	24
1283580000	22
1283580600	32
1283581200	29
1283581800	27
1283582400	28
1283583000	22
1283583600	26
1283584200	32
1283584800	26
1283585400	35
1283586000	28
1283586600	31
1283587200	34
1283587800	32
1283588400	30
1283589000	47
1283589600	29
1283590200	38
1283590800	27
1283591400	31
1283592000	27
1283592600	26
1283593200	24
1283593800	35
1283594400	26
1283595000	33
1283595600	32
1283596200	32
1283596800	33
1283597400	35
1283598000	23
1283598600	37
1283599200	31
1283599800	39
1283600400	27
1283601000	38
1283601600	30
1283602200	26
1283602800	32
1283603400	28
1283604000	27
1283604600	32
1283605200	25
1283605800	29
1283606400	24
1283607000	27
1283607600	25
1283608200	25
1283608800	28
1283609400	25
1283610000	29
1283610600	28
1283611200	35
1283611800	30
1283612400	30
1283613000	29
1283613600	32
1283614200	31
1283614800	37
1283615400	29
1283616000	34
1283616600	29
1283617200	34
1283617800	31
1283618400	34
1283619000	37
1283619600	35
1283620200	29
1283620800	31
1283621400	28
1283622000	28
1283622600	21
1283623200	34
1283623800	35
1283624400	30
1283625000	29
1283625600	37
1283626200	29
1283626800	36
1283627400	24
1283628000	28
1283628600	29
1283629200	31
1283629800	22
1283630400	33
1283631000	25
1283631600	32
1283632200	25
1283632800	26
1283633400	32
1283634000	41
1283634600	23
1283635200	34
1283635800	27
1283636400	31
1283637000	25
1283637600	28
1283638200	24
1283638800	32
1283639400	27
1283640000	29
1283640600	34
1283641200	29
1283641800	22
1283642400	38
1283643000	34
1283643600	30
1283644200	36
1283644800	33
1283645400	28
1283646000	35
1283646600	32
1283647200	28
1283647800	36
1283648400	34
1283649000	26
1283649600	25
1283650200	27
1283650800	27
1283651400	31
1283652000	27
1283652600	25
1283653200	27
1283653800	34
1283654400	28
1283655000	32
1283655600	29
1283656200	39
1283656800	28
1283657400	39
1283658000	26
1283658600	29
1283659200	29
1283659800	33
1283660400	31
1283661000	38
1283661600	33
1283662200	35
