1283240400	1
1283241000	1
1283241600	1
1283242800	10
1283244000	2
1283245800	1
1283256000	1
1283257800	7
1283263200	1
1283264400	1
1283265000	1
1283268600	1
1283271000	2
1283272800	1
1283274600	2
1283275200	2
1283277000	1
1283277600	1
1283278800	1
1283280600	1
1283283000	2
1283284200	1
1283288400	2
1283290200	2
1283291400	1
1283292000	1
1283293800	1
1283295000	1
1283296200	1
1283298000	2
1283299800	2
1283300400	2
1283301000	1
1283301600	1
1283302800	1
1283304000	1
1283307000	1
1283310600	1
1283311200	2
1283312400	1
1283313000	3
1283314800	2
1283316000	3
1283316600	1
1283317200	4
1283317800	6
1283322000	1
1283324400	1
1283325600	1
1283326800	1
1283327400	12
1283328000	12
1283328600	2
1283329800	1
1283330400	1
1283332800	1
1283334600	1
1283335200	9
1283335800	27
1283337000	1
1283337600	2
1283338800	5
1283339400	1
1283341800	1
1283348400	1
1283352600	4
1283353200	1
1283353800	1
1283354400	4
1283355000	1
1283355600	1
1283357400	2
1283359800	1
1283360400	4
1283361600	2
1283362200	1
1283364000	1
1283364600	1
1283366400	4
1283370600	4
1283371800	1
1283373600	2
1283374800	1
1283375400	1
1283376000	1
1283377800	1
1283380200	1
1283381400	1
1283382600	1
1283384400	2
1283385600	1
1283386200	1
1283386800	1
1283389200	4
1283389800	2
1283392200	1
1283392800	2
1283393400	1
1283394000	2
1283395800	1
1283396400	1
1283397000	7
1283398200	2
1283400600	1
1283401200	1
1283402400	1
1283403000	3
1283403600	1
1283404200	1
1283405400	8
1283407200	1
1283407800	2
1283408400	2
1283409000	6
1283410200	1
1283412600	6
1283413200	3
1283414400	1
1283415000	2
1283415600	2
1283416200	5
1283417400	2
1283418000	1
1283418600	2
1283419200	2
1283419800	5
1283423400	5
1283424000	2
1283424600	2
1283425800	2
1283427000	6
1283430600	5
1283434200	5
1283434800	1
1283436000	1
1283437800	5
1283440200	1
1283440800	1
1283441400	6
1283444400	1
1283445000	5
1283446200	1
1283446800	2
1283447400	2
1283448600	7
1283449200	1
1283449800	1
1283450400	1
1283451000	1
1283452200	6
1283452800	1
1283455800	5
1283458200	1
1283459400	5
1283461200	2
1283463000	5
1283466000	2
1283466600	5
1283467200	1
1283470200	5
1283471400	1
1283473200	1
1283473800	5
1283475000	1
1283477400	5
1283479200	1
1283479800	1
1283481000	6
1283482200	1
1283482800	2
1283484600	7
1283485200	2
1283486400	1
1283488200	5
1283489400	2
1283490000	1
1283490600	1
1283491200	1
1283491800	5
1283492400	1
1283494800	17
1283495400	55
1283496000	31
1283496600	51
1283497200	39
1283497800	33
1283498400	8
1283499000	6
1283499600	1
1283500200	1
1283501400	3
1283502000	1
1283502600	9
1283503200	2
1283505600	1
1283506200	6
1283506800	1
1283509200	1
1283509800	5
1283510400	2
1283511600	1
1283513400	5
1283514600	1
1283517000	5
1283520000	1
1283520600	6
1283521200	1
1283522400	1
1283523000	1
1283524200	5
1283526000	1
1283527800	6
1283531400	5
1283535000	5
1283538600	5
1283542200	5
1283545800	6
1283546400	1
1283548800	1
1283549400	5
1283553000	5
1283556600	5
1283557200	1
1283560200	5
1283563800	5
1283567400	5
1283571000	5
1283572800	2
1283574600	5
1283576400	1
1283577600	5
1283578200	7
1283580000	1
1283580600	2
1283581800	5
1283582400	1
1283583600	2
1283584200	2
1283584800	1
1283585400	5
1283586000	1
1283586600	3
1283588400	2
1283589000	5
1283592600	6
1283594400	1
1283596200	5
1283599800	5
1283601600	2
1283603400	5
1283606400	1
1283607000	5
1283607600	1
1283608200	1
1283608800	1
1283610000	2
1283610600	6
1283611800	2
1283614200	6
1283614800	2
1283615400	2
1283616600	1
1283617800	6
1283618400	1
1283619600	2
1283620200	2
1283620800	2
1283621400	6
1283622000	1
1283622600	1
1283623200	1
1283623800	2
1283624400	1
1283625000	6
1283625600	1
1283626200	1
1283627400	1
1283628000	1
1283628600	6
1283629200	1
1283630400	1
1283631000	1
1283631600	1
1283632200	5
1283633400	1
1283634000	1
1283634600	2
1283635800	6
1283637000	1
1283638200	1
1283638800	1
1283639400	6
1283640000	1
1283640600	1
1283641200	2
1283641800	1
1283642400	1
1283643000	5
1283643600	2
1283644200	1
1283644800	2
1283646000	1
1283646600	6
1283647200	1
1283647800	1
1283649000	1
1283649600	2
1283650200	5
1283650800	1
1283652000	1
1283652600	1
1283653200	1
1283653800	5
1283654400	1
1283655000	3
1283655600	2
1283656200	1
1283656800	2
1283657400	6
1283658600	2
1283659200	1
1283659800	1
1283660400	2
1283661000	7
1283661600	1
1283662800	1
1283663400	2
1283664600	7
1283665800	1
1283666400	3
1283667000	1
1283667600	2
1283668200	6
1283668800	2
1283669400	1
1283670600	1
1283671800	5
1283672400	2
1283673000	4
1283673600	1
1283674200	2
1283674800	1
1283675400	5
1283676000	2
1283676600	1
1283677200	2
1283677800	1
1283679000	7
1283679600	3
1283680200	4
1283680800	2
1283682000	2
1283682600	5
1283683200	2
1283683800	4
1283684400	1
1283686200	7
1283686800	1
1283688000	1
1283688600	1
1283689800	7
1283690400	2
1283691000	2
1283691600	3
1283692200	2
1283692800	3
1283693400	6
1283694000	2
1283694600	2
1283695200	1
1283695800	2
1283697000	5
1283697600	3
1283699400	1
