1283359800	2
1283362200	2
1283363400	1
1283364000	4
1283364600	11
1283365200	20
1283365800	13
1283366400	11
1283367000	13
1283367600	8
1283368200	6
1283368800	4
1283369400	6
1283370000	6
1283370600	3
1283371200	4
1283371800	8
1283372400	7
1283373000	7
1283373600	8
1283374200	9
1283374800	4
1283375400	15
1283376000	11
1283376600	8
1283377200	8
1283377800	9
1283378400	7
1283379000	4
1283379600	8
1283380200	10
1283380800	7
1283381400	8
1283382000	7
1283382600	9
1283383200	12
1283383800	10
1283384400	8
1283385000	14
1283385600	10
1283386200	14
1283386800	7
1283387400	18
1283388000	12
1283388600	12
1283389200	6
1283389800	3
1283390400	12
1283391000	9
1283391600	10
1283392200	3
1283392800	15
1283393400	14
1283394000	5
1283394600	13
1283395200	15
1283395800	9
1283396400	8
1283397000	7
1283397600	6
1283398200	11
1283398800	8
1283399400	17
1283400000	14
1283400600	2
1283401200	15
1283401800	11
1283402400	13
1283403000	12
1283403600	14
1283404200	7
1283404800	7
1283405400	3
1283406000	13
1283406600	6
1283407200	16
1283407800	8
1283410200	7
1283410800	9
1283411400	7
1283412000	8
1283412600	6
1283413200	6
1283413800	8
1283414400	4
1283415000	5
1283415600	8
1283416200	10
1283416800	4
1283417400	15
1283418000	10
1283418600	3
1283419200	1
1283419800	10
1283420400	8
1283421000	5
1283421600	15
1283422200	8
1283422800	10
1283423400	7
1283424000	7
1283424600	10
1283425200	7
1283425800	6
1283426400	6
1283427000	5
1283427600	10
1283428200	6
1283428800	6
1283429400	7
1283430000	6
1283430600	7
1283431200	5
1283431800	13
1283432400	14
1283433000	9
1283433600	5
1283434200	15
1283434800	9
1283435400	11
1283436000	10
1283436600	13
1283437200	7
1283437800	14
1283438400	8
1283439000	2
1283439600	16
1283440200	14
1283440800	9
1283441400	10
1283442000	10
1283442600	6
1283443200	6
1283443800	5
1283444400	5
1283445000	14
1283445600	9
1283446200	8
1283446800	17
1283447400	18
1283448000	14
1283448600	10
1283449200	14
1283449800	7
1283450400	12
1283451000	13
1283451600	10
1283452200	8
1283452800	4
1283453400	6
1283454000	6
1283454600	5
1283455200	8
1283455800	4
1283456400	12
1283457000	9
1283457600	6
1283458200	4
1283458800	7
1283459400	4
1283460000	4
1283460600	4
1283461200	11
1283461800	16
1283462400	10
1283463000	3
1283463600	3
1283464200	10
1283464800	5
1283465400	10
1283466000	3
1283466600	10
1283467200	12
1283467800	11
1283468400	10
1283469000	8
1283469600	8
1283470200	7
1283470800	9
1283471400	7
1283472000	6
1283472600	7
1283473200	8
1283473800	12
1283474400	13
1283475000	5
1283475600	6
1283476200	7
1283476800	9
1283477400	9
1283478000	2
1283478600	4
1283479200	6
1283479800	12
1283480400	3
1283481000	14
1283481600	6
1283482200	11
1283482800	16
1283483400	14
1283484000	12
1283484600	12
1283485200	13
1283485800	9
1283486400	7
1283487000	12
1283487600	9
1283488200	9
1283488800	5
1283489400	4
1283490000	6
1283490600	7
1283491200	9
1283491800	2
1283492400	8
1283493000	15
1283493600	14
1283494200	11
1283494800	9
1283495400	15
1283496000	5
1283496600	9
1283497200	6
1283497800	9
1283498400	20
1283499000	16
1283499600	10
1283500200	7
1283500800	5
1283501400	3
1283502000	12
1283502600	12
1283503200	6
1283503800	3
1283504400	13
1283505000	11
1283505600	9
1283506200	13
1283506800	6
1283507400	11
1283508000	7
1283508600	8
1283509200	8
1283509800	8
1283510400	6
1283511000	5
1283511600	4
1283512200	7
1283512800	5
1283513400	11
1283514000	11
1283514600	8
1283515200	16
1283515800	7
