1284173400	3312
1284174000	783
1284174600	1350
1284175200	4168
1284175800	1665
1284176400	1502
1284177000	2106
1284177600	1588
1284178200	2057
1284178800	4650
1284179400	2949
1284180000	2289
1284180600	3478
1284181200	2619
1284181800	3017
1284182400	5154
1284183000	3418
1284183600	3018
1284184200	4899
1284184800	3612
1284185400	3572
1284186000	5480
1284186600	3712
1284187200	3338
1284187800	4379
1284188400	3513
1284189000	3794
1284189600	6292
1284190200	4126
1284190800	3660
1284191400	4564
1284192000	3713
1284192600	4176
1284193200	6205
1284193800	4295
1284194400	4400
1284195000	6200
1284195600	4188
1284196200	4447
1284196800	6776
1284197400	4598
1284198000	4533
1284198600	5850
1284199200	4637
1284199800	5221
1284200400	7943
1284201000	5091
1284201600	5016
1284202200	6877
1284202800	5031
1284203400	5165
1284204000	7058
1284204600	4697
1284205200	4966
1284205800	8283
1284206400	5346
1284207000	5731
1284207600	7542
1284208200	5066
1284208800	5339
1284209400	6754
1284210000	5159
1284210600	5302
1284211200	8018
1284211800	5398
1284212400	5181
1284213000	5708
1284213600	9
