1282797600	633
1282798200	457
1282798800	353
1282799400	251
1282800000	83
1282800600	362
1282801200	247
1282801800	113
1282802400	132
1282803000	59
1282803600	27
1282804200	325
1282804800	63
1282805400	47
1282806000	69
1282806600	29
1282807200	30
1282807800	70
1282808400	17
1282809000	7
1282809600	7
1282810200	9
1282810800	9
1282811400	238
1282812000	43
1282812600	32
1282813200	63
1282813800	21
1282814400	17
1282815000	58
1282815600	12
1282816200	7
1282816800	4
1282817400	4
1282818000	6
1282818600	241
1282819200	39
1282819800	32
1282820400	67
1282821000	21
1282821600	18
1282822200	65
1282822800	9
1282823400	5
1282824000	4
1282824600	2
1282825200	8
1282825800	241
1282826400	37
1282827000	32
1282827600	60
1282828200	20
1282828800	17
1282829400	64
1282830000	9
1282830600	5
1282831200	5
1282831800	4
1282832400	4
1282833000	237
1282833600	46
1282834200	33
1282834800	59
1282835400	21
1282836000	17
1282836600	64
1282837200	10
1282837800	2
1282838400	5
1282839000	3
1282839600	5
1282840200	240
1282840800	37
1282841400	8
