seed,len
819,10144
820,10144
821,10144
822,10144
823,10144
824,10144
825,10144
826,10144
827,10144
828,10144
829,10144
830,10144
831,10144
832,10144
833,10144
834,10144
835,10144
836,10144
837,10144
838,10144
839,10144
840,10144
841,10144
842,10144
843,10144
844,10144
845,10144
846,10144
847,10144
848,10144
849,10144
850,10144
851,10144
852,10144
853,10144
854,10144
855,10144
856,10144
857,10144
858,10144
859,10144
860,10144
861,10144
862,10144
863,10144
864,10144
865,10144
866,10144
867,10144
868,10144
869,10144
870,10144
871,10144
872,10144
873,10144
874,10144
875,10144
876,10144
877,10144
878,10144
879,10144
880,10144
881,10144
882,10144
883,10144
884,10144
885,10144
886,10144
887,10144
888,10144
889,10144
890,10144
891,10144
892,10144
893,10144
894,10144
895,10144
896,10144
897,10144
898,10144
899,10144
900,10144
901,10144
902,10144
903,10144
904,10144
905,10144
906,10144
907,10144
908,10583
909,10583
910,10583
911,10583
912,10583
913,10583
914,10583
915,10583
916,10583
917,10583
918,10583
919,10583
920,10583
921,10583
922,10583
923,10583
924,10583
925,10583
926,10583
927,10583
928,10583
929,10583
930,10583
931,10583
932,10583
933,10583
934,10583
935,10583
936,10583
937,10583
938,10583
939,10583
940,10583
941,10583
942,10583
943,10583
944,10583
945,10583
946,10583
947,10583
948,10583
949,10583
950,10583
951,10583
952,10583
953,10583
954,10583
955,10583
956,10583
957,10583
958,10583
959,10583
960,10583
961,10583
962,10583
963,10583
964,10583
965,10583
966,10583
967,10583
968,10583
969,10583
970,10583
971,10583
972,10583
973,10583
974,10583
975,10583
976,10583
977,10583
978,10583
979,10583
980,10583
981,10583
982,10583
983,10583
984,10583
985,10583
986,10583
987,10583
988,10583
989,10583
990,10583
991,10583
992,10583
993,10583
994,10583
995,10583
996,10583
997,10583
998,10583
999,10583
1000,10583
1001,10583
1002,10583
1003,10583
1004,10583
1005,10583
1006,10583
1007,10583
1008,10583
1009,10583
1010,10583
1011,10583
1012,10583
1013,10583
1014,10583
1015,10583
1016,10583
1017,10583
1018,10583
1019,10583
1020,10583
1021,10583
1022,10583
1023,10583
1024,10583
1025,10583
1026,10583
1027,10583
1028,10583
1029,10583
1030,10583
1031,10583
1032,10583
1033,10583
1034,10583
1035,10583
1036,10583
1037,10583
1038,10583
1039,10583
1040,10583
1041,10583
1042,10583
1043,10583
1044,10583
1045,10583
1046,10583
1047,10583
1048,10583
1049,10583
1050,10583
1051,10583
1052,10583
1053,10583
1054,10583
1055,10583
1056,10583
1057,10583
1058,10583
1059,10583
1060,10583
1061,10583
1062,10583
1063,10583
1064,10583
1065,10583
1066,10583
1067,10583
1068,10583
1069,10583
1070,10583
1071,10583
1072,10583
1073,10583
1074,10583
1075,10583
1076,10583
1077,10583
1078,10583
1079,10583
1080,10583
1081,10583
1082,10583
1083,10583
1084,10583
1085,10583
1086,10583
1087,10583
1088,10583
1089,10583
1090,10583
1091,10583
1092,10583
1093,10583
1094,10583
1095,10583
1096,10583
1097,10583
1098,10583
1099,10583
1100,10583
1101,10583
1102,10583
1103,10583
1104,10583
1105,10583
1106,10583
1107,10583
1108,10583
1109,10583
1110,10583
1111,10583
1112,10583
1113,10583
1114,10583
1115,10583
1116,10583
1117,10583
1118,10583
1119,10583
1120,10583
1121,10583
1122,10583
1123,10583
1124,10583
1125,10583
1126,10583
1127,10583
1128,10583
1129,10583
1130,10583
1131,10583
1132,10583
1133,10583
1134,10583
1135,10583
1136,10583
1137,10583
1138,10583
1139,10583
1140,10583
1141,10583
1142,10583
1143,10583
1144,10583
1145,10583
1146,10583
1147,10583
1148,10583
1149,10583
1150,10583
1151,10583
1152,10583
1153,10583
1154,10583
1155,10583
1156,10583
1157,10583
1158,10583
1159,10583
1160,10583
1161,10583
1162,10583
1163,10583
1164,10583
1165,10583
1166,10583
1167,10583
1168,10583
1169,10583
1170,10583
1171,10583
1172,10583
1173,10583
1174,10583
1175,10583
1176,10583
1177,10583
1178,10583
1179,10583
1180,10583
1181,10583
1182,10583
1183,10583
1184,10583
1185,10583
1186,10583
1187,10583
1188,10583
1189,10583
1190,10583
1191,10583
1192,10583
1193,10583
1194,10583
1195,10583
1196,10583
1197,10583
1198,10583
1199,10583
1200,10583
1201,10583
1202,10583
1203,10583
1204,10583
1205,10583
1206,10583
1207,10583
1208,10583
1209,10583
1210,10583
1211,10583
1212,10583
1213,10583
1214,10583
1215,10583
1216,10583
1217,10583
1218,10583
1219,10583
1220,10583
1221,10583
1222,10583
1223,10583
1224,10583
1225,10583
1226,10583
1227,10583
1228,10583
1229,10583
1230,10583
1231,10583
1232,10583
1233,10583
1234,10583
1235,10583
1236,10583
1237,10583
1238,10583
1239,10583
1240,10583
1241,10583
1242,10583
1243,10583
1244,10583
1245,10583
1246,10583
1247,10583
1248,10583
1249,10583
1250,10583
1251,10583
1252,10583
1253,10583
1254,10583
1255,10583
1256,10583
1257,10583
1258,10583
1259,10583
1260,10583
1261,10583
1262,10583
1263,10583
1264,10583
1265,10583
1266,10583
1267,10583
1268,10583
1269,10583
1270,10583
1271,10583
1272,10583
1273,10583
1274,10583
1275,10583
1276,10583
1277,10583
1278,10583
1279,10583
1280,10583
1281,10583
1282,10583
1283,10583
1284,10583
1285,10583
1286,10583
1287,10583
1288,10583
1289,10583
1290,10583
1291,10583
1292,10583
1293,10583
1294,10583
1295,10583
1296,10583
1297,10583
1298,10583
1299,10583
1300,10583
1301,10583
1302,10583
1303,10583
1304,10583
1305,10583
1306,10583
1307,10583
1308,10583
1309,10583
1310,10583
1311,10583
1312,10583
1313,10583
1314,10583
1315,10583
1316,10583
1317,10583
1318,10583
1319,10583
1320,10583
1321,10583
1322,10583
1323,10583
1324,10583
1325,10583
1326,10583
1327,10583
1328,10583
1329,10583
1330,10583
1331,10583
1332,10583
1333,10583
1334,10583
1335,10583
1336,10583
1337,10583
1338,10583
1339,10583
1340,10583
1341,10583
1342,10583
1343,10583
1344,10583
1345,10583
1346,10583
1347,10583
1348,10583
1349,10583
1350,10583
1351,10583
1352,10583
1353,10583
1354,10583
1355,10583
1356,10583
1357,10583
1358,10583
1359,10583
1360,10583
1361,10583
1362,10583
1363,10583
1364,10583
1365,10583
1366,10583
1367,10583
1368,10583
1369,10583
1370,10583
1371,10583
1372,10583
1373,10583
1374,10583
1375,10583
1376,10583
1377,10583
1378,10583
1379,10583
1380,10583
1381,10583
1382,10583
1383,10583
1384,10583
1385,10583
1386,10583
1387,10583
1388,10583
1389,10583
1390,10583
1391,10583
1392,10583
1393,10583
1394,10583
1395,10583
1396,10583
1397,10583
1398,10583
1399,10583
1400,10583
1401,10583
1402,10583
1403,10583
1404,10583
1405,10583
1406,10583
1407,10583
1408,10583
1409,10583
1410,10583
1411,10583
1412,10583
1413,10583
1414,10583
1415,10583
1416,10583
1417,10583
1418,10583
1419,10583
1420,10583
1421,10583
1422,10583
1423,10583
1424,10583
1425,10583
1426,10583
1427,10583
1428,10583
1429,10583
1430,10583
1431,10583
1432,10583
1433,10583
1434,10583
1435,10583
1436,10583
1437,10583
1438,10583
1439,10583
1440,10583
1441,10583
1442,10583
1443,10583
1444,10583
1445,10583
1446,10583
1447,10583
1448,10583
1449,10583
1450,10583
1451,10583
1452,10583
1453,10583
1454,10583
1455,10583
1456,10583
1457,10583
1458,10583
1459,10583
1460,10583
1461,10583
1462,10583
1463,10583
1464,10583
1465,10583
1466,10583
1467,10583
1468,10583
1469,10583
1470,10583
1471,10583
1472,10583
1473,10583
1474,10583
1475,10583
1476,10583
1477,10583
1478,10583
1479,10583
1480,10583
1481,10583
1482,10583
1483,10583
1484,10583
1485,10583
1486,10583
1487,10583
1488,10583
1489,10583
1490,10583
1491,10583
1492,10583
1493,10583
1494,10583
1495,10583
1496,10583
1497,10583
1498,10583
1499,10583
1500,10583
